reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,strain,T_C,kcat_scale
R00137__cyto,R00137__cyto,ATP + Nicotinamide D-ribonucleotide <=> Diphosphate + NAD+,True,True,False,False,redox,-1.0,0.0003006180403791891,-0.0003006180403791891,C00002__cyto + C00080__cyto + C00455__cyto <=> C00003__cyto + C00013__cyto,cparapsilosis_iDC1003,40.0,1.0
R10712__cyto,R10712__cyto,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate + 2-(2-Carboxy-4-methylthiazol-5-yl,True,True,False,False,carrier,-1.0,0.0003006180403791891,-0.0003006180403791891,C00080__cyto + C04752__cyto + C20247__cyto <=> C00011__cyto + C00013__cyto + C01081__cyto,cparapsilosis_iDC1003,40.0,1.0
R09375__cyto,R09375__cyto,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + NADH + H+ <=> 2,5-Diamino-6-",True,True,False,False,redox,-1.0,0.0002762306807938148,-0.0002762306807938148,C00004__cyto + C00080__cyto + C01304__cyto <=> C00003__cyto + C18910__cyto,cparapsilosis_iDC1003,40.0,1.0
R01960__cyto,R01960__cyto,L-Kynurenine + Oxygen + NADPH + H+ => 3-Hydroxy-L-kynurenine + NADP+ + H2O,True,False,False,False,redox,-1.0,0.0002271371726092328,-0.0002271371726092328,C00005__cyto + C00007__cyto + C00080__cyto + C00328__cyto --> C00001__cyto + C00006__cyto + C03227__cyto,cparapsilosis_iDC1003,40.0,1.0
R03348__cyto,R03348__cyto,Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate => Nicotinate D-ribonucleotide + Diph,True,False,False,False,redox,-1.0,0.0002271371726092328,-0.0002271371726092328,C00080__cyto + C00119__cyto + C03722__cyto --> C00011__cyto + C00013__cyto + C01185__cyto,cparapsilosis_iDC1003,40.0,1.0
R02472__cyto,R02472__cyto,(R)-Pantoate + NADP+ <=> 2-Dehydropantoate + NADPH + H+,True,True,False,False,redox,1.0,-0.00010392521862526475,-0.00010392521862526475,C00006__cyto + C00522__cyto <=> C00005__cyto + C00080__cyto + C00966__cyto,cparapsilosis_iDC1003,40.0,1.0
arm_ATPS4rpp,ATPS4rppNo1 ATPS4rppNo2 arm_ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm) (arm),True,False,True,True,atp_synthase,-4.0,36.00021735374934,-144.00086941499737,adp_c[c] + 4.0 h_p[p] + pi_c[c] --> pmet_ATPS4rpp[p] ; pmet_ATPS4rpp[p] + 1.3889e-05 prot_P0A6E6[c] + 1.3889e-05 prot_P0AB98[c] + 1.3889e-05 prot_P0ABA0[c] + 1.3889e-05 prot_P0ABA4[c] + 1.3889e-05 prot_P0ABA6[c] + 1.3889e-05 prot_P0ABB0[c] + 1.3889e-05 prot_P0ABB4[c] + 1.3889e-05 prot_P0ABC0[c] + 1.,eciML1515,37.0,1.0
CYTBD2ppNo1,CYTBD2ppNo1,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm) (No1),True,False,False,True,redox,2.0,46.01260527919112,92.02521055838224,2.0 h_c[c] + mql8_c[c] + 0.5 o2_c[c] + 8.146e-07 prot_P26458[c] + 8.146e-07 prot_P26459[c] --> h2o_c[c] + 2.0 h_p[p] + mqn8_c[c],eciML1515,37.0,1.0
NADH17ppNo1,NADH17ppNo1,NADH dehydrogenase (menaquinone-8 & 3 protons) (periplasm) (No1),True,False,False,True,redox,3.0,28.459403454773945,85.37821036432183,4.0 h_c[c] + mqn8_c[c] + nadh_c[c] + 1.8519e-07 prot_P0AFC3[c] + 1.8519e-07 prot_P0AFC7[c] + 1.8519e-07 prot_P0AFD1[c] + 1.8519e-07 prot_P0AFD4[c] + 1.8519e-07 prot_P0AFD6[c] + 1.8519e-07 prot_P0AFE0[c] + 1.8519e-07 prot_P0AFE4[c] + 1.8519e-07 prot_P0AFE8[c] + 1.8519e-07 prot_P0AFF0[c] + 1.8519e-07 ,eciML1515,37.0,1.0
Htex_REV,Htex_REV,Proton transport via diffusion (extracellular to periplasm) (reversible),False,False,False,True,pure_ion_transport,-1.0,53.31252620595592,-53.31252620595592,h_p[p] --> h_e[e],eciML1515,37.0,1.0
PYRt2rpp_REV,PYRt2rpp_REV,Pyruvate reversible transport via proton symport (periplasm) (reversible),False,False,False,True,carrier,1.0,48.49096616464546,48.49096616464546,h_c[c] + pyr_c[c] --> h_p[p] + pyr_p[p],eciML1515,37.0,1.0
GLCt2pp,GLCt2pp,D-glucose transport in via proton symport (periplasm),False,False,False,True,carrier,-1.0,28.19357360748534,-28.19357360748534,glc__D_p[p] + h_p[p] --> glc__D_c[c] + h_c[c],eciML1515,37.0,1.0
CYTBDppNo2,CYTBDppNo1 CYTBDppNo2 arm_CYTBDpp,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm) (arm),True,False,False,True,redox,4.0,0.17353605860370055,0.6941442344148022,2.0 h_c[c] + 0.5 o2_c[c] + q8h2_c[c] --> pmet_CYTBDpp[c] ; pmet_CYTBDpp[c] + 8.146e-07 prot_P26458[c] + 8.146e-07 prot_P26459[c] --> h2o_c[c] + 2.0 h_p[p] + q8_c[c] ; pmet_CYTBDpp[c] + 6.6441e-06 prot_P0ABJ9[c] + 6.6441e-06 prot_P0ABK2[c] + 6.6441e-06 prot_P56100[c] --> h2o_c[c] + 2.0 h_p[p] + q8_c[,eciML1515,37.0,1.0
PIt2rpp,PIt2rpp,Phosphate reversible transport via symport (periplasm),False,False,False,True,carrier,-1.0,0.5061851886938591,-0.5061851886938591,h_p[p] + pi_p[p] --> h_c[c] + pi_c[c],eciML1515,37.0,1.0
SO4t2pp,SO4t2pp,Sulfate transport in via proton symport (periplasm to cytoplasm),False,False,False,True,carrier,-1.0,0.13201921337651035,-0.13201921337651035,h_p[p] + so4_p[p] --> h_c[c] + so4_c[c],eciML1515,37.0,1.0
Kt2pp,Kt2pp,Potassium transport in via proton symport (periplasm),False,False,False,True,carrier,-1.0,0.10242918407796904,-0.10242918407796904,h_p[p] + k_p[p] --> h_c[c] + k_c[c],eciML1515,37.0,1.0
MG2t3_2pp,MG2t3_2pp,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),False,False,False,True,carrier,2.0,0.0045522799069453385,0.009104559813890677,2.0 h_c[c] + mg2_p[p] --> 2.0 h_p[p] + mg2_c[c],eciML1515,37.0,1.0
DALAt2pp,DALAt2pp,D-alanine transport in via proton symport (periplasm),False,False,False,True,carrier,-1.0,0.00729099446998254,-0.00729099446998254,ala__D_p[p] + h_p[p] --> ala__D_c[c] + h_c[c],eciML1515,37.0,1.0
ACt2rpp_REV,ACt2rpp_REV,Acetate reversible transport via proton symport (periplasm) (reversible),False,False,False,True,carrier,1.0,0.002731367944167203,0.002731367944167203,ac_c[c] + h_c[c] --> ac_p[p] + h_p[p],eciML1515,37.0,1.0
CLt3_2pp,CLt3_2pp,Chloride transport out via proton antiport (2:1) (periplasm),False,False,False,True,carrier,1.0,0.0013656839720836015,0.0013656839720836015,2.0 cl_p[p] + h_c[c] --> 2.0 cl_c[c] + h_p[p],eciML1515,37.0,1.0
GLYCLTt2rpp_REV,GLYCLTt2rpp_REV,"Glycolate transport via proton symport, reversible (periplasm) (reversible)",False,False,False,True,carrier,1.0,0.0002340422868585268,0.0002340422868585268,glyclt_c[c] + h_c[c] --> glyclt_p[p] + h_p[p],eciML1515,37.0,1.0
BTNt2ipp,BTNt2ipp,Biotin transport via proton symport (periplasm),False,False,False,True,carrier,-1.0,1.0495169814283202e-06,-1.0495169814283202e-06,btn_p[p] + h_p[p] --> btn_c[c] + h_c[c],eciML1515,37.0,1.0
rxn03020_LSQBKT_c0_RSQBKT_,rxn03020_LSQBKT_c0_RSQBKT_,5-Methyl-5 6 7 8-tetrahydromethanopterin 2-mercaptoethanesulfonate c0,True,True,False,True,redox,2.0,58.6099310741547,117.2198621483094,2.0 cpd00971_c0 + cpd02246_c0 + cpd02737_c0 <=> cpd00895_c0 + 2.0 cpd00971_e0 + cpd02438_c0,mmaripaludis,37.0,7.223
ATPS,ATPS,ATP synthase:Sodium utilizing,True,True,True,True,atp_synthase,-4.0,27.991824411415095,-111.96729764566038,cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + 4.0 cpd00971_e0 <=> cpd00001_c0 + cpd00002_c0 + 4.0 cpd00971_c0,mmaripaludis,37.0,7.223
Eha_FSLASH_Ehb,Eha_FSLASH_Ehb,Eha/Ehb,True,True,False,True,redox,-2.0,2.436406387879053,-4.872812775758106,2.0 cpd00971_e0 + cpd11621_c0 + cpd11640_c0 <=> 2.0 cpd00067_c0 + 2.0 cpd00971_c0 + cpd11620_c0,mmaripaludis,37.0,7.223
rxn05209_LSQBKT_c0_RSQBKT_,rxn05209_LSQBKT_c0_RSQBKT_,Proton sodium antiport c0,True,True,False,True,pure_ion_transport,-1.0,0.3797517268909161,-0.3797517268909161,2.0 cpd00067_c0 + cpd00971_e0 <=> 2.0 cpd00067_e0 + cpd00971_c0,mmaripaludis,37.0,7.223
ATPSu_1,ATPSu_1,ATP synthetase (thylakoid),True,False,True,True,atp_synthase,-14.0,4.170176797606558,-58.382475166491815,3.0 adp_c + 14.0 h_l + 3.0 pi_c + 0.0109718462823726 prot_pool --> 3.0 atp_c + 3.0 h2o_c + 11.0 h_c,syn6803,30.0,1.0
CBFCuc,CBFCuc,Cytochrome b6/f complex,True,False,False,False,redox,1.0,15.904996155841232,15.904996155841232,hemeB3p_u + pqhb6l_u + 0.000236077113617377 prot_pool --> h_l + hemeB2p_u + pqb6s_u,syn6803,30.0,1.0
CBFCua,CBFCua,Cytochrome b6/f complex,True,False,False,False,redox,1.0,15.904996155841232,15.904996155841232,oxRieskeB6_u + pqh2_u + 0.000236077113617377 prot_pool --> h_l + pqhb6l_u + rdRieskeB6_u,syn6803,30.0,1.0
CYO1b_syn_1,CYO1b_syn_1,"Cytochrome c oxidase, synechocystis (2 protons)",False,False,False,True,redox,2.0,5.420301697490075,10.84060339498015,2.0 focytc6_l + 4.0 h_c + 0.5 o2_l --> 2.0 ficytc6_l + h2o_l + 2.0 h_l,syn6803,30.0,1.0
OECc,OECc,Oxygen evolving complex (step 3),True,False,False,False,redox,1.0,3.9329698649573004,3.9329698649573004,p680p_u + 0.000273662418099415 prot_pool + s2_u --> h_l + p680_u + s3_u,syn6803,30.0,1.0
OECd,OECd,Oxygen evolving complex (step 4),True,False,False,False,redox,1.0,3.9329698649573004,3.9329698649573004,p680p_u + 0.000273662418099415 prot_pool + s3_u --> h_l + p680_u + s4_u,syn6803,30.0,1.0
OECb,OECb,Oxygen evolving complex (step 2),True,False,False,False,redox,1.0,3.9329698649573004,3.9329698649573004,p680p_u + 0.000273662418099415 prot_pool + s1_u --> h_l + p680_u + s2_u,syn6803,30.0,1.0
OECa,OECa,Oxygen evolving complex (step 1),True,False,False,False,redox,1.0,3.9329698649573004,3.9329698649573004,p680p_u + 0.000273662418099415 prot_pool + s0_u --> h_l + p680_u + s1_u,syn6803,30.0,1.0
