reaction,members,name,costed,reversible,is_atp_synthase,translocates,kind,ion_per_flux_to_outer,flux,ion_to_outer,reaction_string,strain,T_C,kcat_scale
T_ATP_synthase__mito,T_ATP_synthase__mito,Orthophosphate (mito) + ADP (mito) + 3 H+ (cyto) <=> ATP (mito) + H2O (mito) + 3 H+ (mito),True,True,True,True,atp_synthase,-3.0,3.5265664750867685,-10.579699425260305,C00008__mito + C00009__mito + 3.0 C00080__cyto <=> C00001__mito + C00002__mito + 3.0 C00080__mito,chaemulonii_draft,40.0,1.0
R01061__cyto,R01061__cyto,D-Glyceraldehyde 3-phosphate + Orthophosphate + NAD+ <=> 3-Phospho-D-glyceroyl phosphate +,True,True,False,False,redox,1.0,4.0047835821477555,4.0047835821477555,C00003__cyto + C00009__cyto + C00118__cyto <=> C00004__cyto + C00080__cyto + C00236__cyto,chaemulonii_draft,40.0,1.0
T_Pyruvate_c00022_CytoMito__mito,T_Pyruvate_c00022_CytoMito__mito,Pyruvate (Cyto) + H+ (Cyto) <=> Pyruvate (Mito) + H+ (Mito),False,False,False,True,carrier,-1.0,3.816863372857359,-3.816863372857359,C00022__cyto + C00080__cyto --> C00022__mito + C00080__mito,chaemulonii_draft,40.0,1.0
R11945__cyto,R11945__cyto,Ubiquinone-9 + NADH + H+ => NAD+ + Ubiquinol-9,True,False,False,False,redox,-1.0,2.8220091499561306,-2.8220091499561306,C00004__cyto + C00080__cyto + C01967__mito --> C00003__cyto + M8428__mito,chaemulonii_draft,40.0,1.0
TI2000023_PLAS__plas,TI2000023_PLAS__plas,1.0 L-Glutamate (cyto) + 1.0 H+ (extr) => 1.0 L-Glutamate (extr) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,1.4906820639478457,1.4906820639478457,C00025__cyto + C00080__extr --> C00025__extr + C00080__cyto,chaemulonii_draft,40.0,1.0
TR1000023_PLAS__plas,TR1000023_PLAS__plas,1.0 L-Glutamate (extr) + 1.0 H+ (extr) <=> 1.0 L-Glutamate (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,-1.4855843262978476,-1.4855843262978476,C00025__extr + C00080__extr <-- C00025__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
R11231__cyto,R11231__cyto,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + NAD+ + 2 H2O <=> L-2-Aminoadipate + NADH + ",False,True,False,False,redox,1.0,-0.6195212330047221,-0.6195212330047221,2.0 C00001__cyto + C00003__cyto + C00450__cyto <=> C00004__cyto + C00080__cyto + C00956__cyto,chaemulonii_draft,40.0,1.0
R11232__cyto,R11232__cyto,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate + NADP+ + 2 H2O <=> L-2-Aminoadipate + NADPH ",False,True,False,False,redox,1.0,0.6195212330047221,0.6195212330047221,2.0 C00001__cyto + C00006__cyto + C00450__cyto <=> C00005__cyto + C00080__cyto + C00956__cyto,chaemulonii_draft,40.0,1.0
R10092__cyto,R10092__cyto,HCO3- + H+ <=> CO2 + H2O,True,True,False,False,redox,-1.0,-0.4726937900314916,0.4726937900314916,C00080__cyto + C00288__cyto <=> C00001__cyto + C00011__cyto,chaemulonii_draft,40.0,1.0
R00742__cyto,R00742__cyto,ATP + Acetyl-CoA + H+ + HCO3- => Orthophosphate + ADP + Malonyl-CoA,True,False,False,False,redox,-1.0,0.469436186555066,-0.469436186555066,C00002__cyto + C00024__cyto + C00080__cyto + C00288__cyto --> C00008__cyto + C00009__cyto + C00083__cyto,chaemulonii_draft,40.0,1.0
R00711__cyto,R00711__cyto,Acetaldehyde + NADP+ + H2O <=> Acetate + NADPH + H+,False,True,False,False,redox,1.0,0.1931678555720321,0.1931678555720321,C00001__cyto + C00006__cyto + C00084__cyto <=> C00005__cyto + C00033__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
R02082__cyto,R02082__cyto,(S)-3-Hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H+ => (R)-Mevalonate + CoA + 2 NADP+,True,False,False,False,redox,-2.0,0.09265345731392255,-0.1853069146278451,2.0 C00005__cyto + 2.0 C00080__cyto + C00356__cyto --> 2.0 C00006__cyto + C00010__cyto + C00418__cyto,chaemulonii_draft,40.0,1.0
R00100__cyto,R00100__cyto,NADH + 2 Ferricytochrome b5 <=> NAD+ + H+ + 2 Ferrocytochrome b5,True,True,False,False,redox,1.0,0.14195997107035643,0.14195997107035643,C00004__cyto + 2.0 C00996__cyto <=> C00003__cyto + C00080__cyto + 2.0 C00999__cyto,chaemulonii_draft,40.0,1.0
R07509__cyto,R07509__cyto,14-Demethyllanosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Methylzymosterol,True,True,False,False,redox,-6.0,0.015105732162152441,-0.09063439297291465,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05108__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C15808__cyto,chaemulonii_draft,40.0,1.0
R05640__cyto,R05640__cyto,"Lanosterol + 3 [Reduced NADPH---hemoprotein reductase] + 3 Oxygen => 4,4-Dimethyl-5alpha-c",True,False,False,False,redox,-6.0,0.015105732162152441,-0.09063439297291465,3.0 C00007__cyto + 6.0 C00080__cyto + C01724__cyto + 3.0 C03024__cyto --> 4.0 C00001__cyto + C00058__cyto + 3.0 C03161__cyto + C11455__cyto,chaemulonii_draft,40.0,1.0
R12403__cyto,R12403__cyto,4alpha-Methylzymosterol + 6 Ferrocytochrome b5 + 3 Oxygen + 6 H+ <=> 4alpha-Carboxy-5alpha,True,True,False,False,redox,-6.0,0.015105732162152441,-0.09063439297291465,3.0 C00007__cyto + 6.0 C00080__cyto + 6.0 C00999__cyto + C05103__cyto <=> 4.0 C00001__cyto + 6.0 C00996__cyto + C22112__cyto,chaemulonii_draft,40.0,1.0
R02222__cyto,R02222__cyto,Stearoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Oleoyl-CoA + 2 Ferricytochrome b5 ,True,True,False,False,redox,-2.0,0.034248500006145224,-0.06849700001229045,C00007__cyto + 2.0 C00080__cyto + C00412__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + C00510__cyto + 2.0 C00996__cyto,chaemulonii_draft,40.0,1.0
R04955__cyto,R04955__cyto,Hexanoyl-[acp] + NAD+ => trans-Hex-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C05748__cyto --> C00003__cyto + C05749__cyto,chaemulonii_draft,40.0,1.0
R04566__cyto,R04566__cyto,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxotetradecanoyl-[acp] + ,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C04688__cyto <=> C00005__cyto + C00080__cyto + C05759__cyto,chaemulonii_draft,40.0,1.0
R04964__cyto,R04964__cyto,(R)-3-Hydroxydodecanoyl-[acp] + NADP+ <=> 3-Oxododecanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C05757__cyto <=> C00005__cyto + C00080__cyto + C05756__cyto,chaemulonii_draft,40.0,1.0
R04533__cyto,R04533__cyto,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein] + NADP+ <=> Acetoacetyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C04618__cyto <=> C00005__cyto + C00080__cyto + C05744__cyto,chaemulonii_draft,40.0,1.0
R04536__cyto,R04536__cyto,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxooctanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C04620__cyto <=> C00005__cyto + C00080__cyto + C05750__cyto,chaemulonii_draft,40.0,1.0
R04953__cyto,R04953__cyto,(R)-3-Hydroxyhexanoyl-[acp] + NADP+ <=> 3-Oxohexanoyl-[acp] + NADPH + H+,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C05747__cyto <=> C00005__cyto + C00080__cyto + C05746__cyto,chaemulonii_draft,40.0,1.0
R04958__cyto,R04958__cyto,Octanoyl-[acp] + NAD+ => trans-Oct-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C05751__cyto --> C00003__cyto + C05752__cyto,chaemulonii_draft,40.0,1.0
R04724__cyto,R04724__cyto,Dodecanoyl-[acyl-carrier protein] + NAD+ => trans-Dodec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C05758__cyto --> C00003__cyto + C05223__cyto,chaemulonii_draft,40.0,1.0
R04429__cyto,R04429__cyto,Butyryl-[acp] + NAD+ => But-2-enoyl-[acyl-carrier protein] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C04246__cyto --> C00003__cyto + C05745__cyto,chaemulonii_draft,40.0,1.0
R04961__cyto,R04961__cyto,Decanoyl-[acp] + NAD+ => trans-Dec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C05754__cyto --> C00003__cyto + C05755__cyto,chaemulonii_draft,40.0,1.0
R04966__cyto,R04966__cyto,Tetradecanoyl-[acp] + NAD+ => trans-Tetradec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.061223262633535724,-0.061223262633535724,C00004__cyto + C00080__cyto + C05760__cyto --> C00003__cyto + C05761__cyto,chaemulonii_draft,40.0,1.0
R04534__cyto,R04534__cyto,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxodecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.061223262633535724,-0.061223262633535724,C00006__cyto + C04619__cyto <=> C00005__cyto + C00080__cyto + C05753__cyto,chaemulonii_draft,40.0,1.0
R04969__cyto,R04969__cyto,Hexadecanoyl-[acp] + NAD+ => trans-Hexadec-2-enoyl-[acp] + NADH + H+,True,False,False,False,redox,-1.0,0.06083370827807903,-0.06083370827807903,C00004__cyto + C00080__cyto + C05763__cyto --> C00003__cyto + C05764__cyto,chaemulonii_draft,40.0,1.0
R04543__cyto,R04543__cyto,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein] + NADP+ <=> 3-Oxohexadecanoyl-[acp] + NADPH,True,True,False,False,redox,1.0,-0.06083370827807903,-0.06083370827807903,C00006__cyto + C04633__cyto <=> C00005__cyto + C00080__cyto + C05762__cyto,chaemulonii_draft,40.0,1.0
R08551__cyto,R08551__cyto,[Oxidized NADPH---hemoprotein reductase] + NADPH + H+ <=> [Reduced NADPH---hemoprotein red,True,True,False,False,redox,1.0,0.06073100340154412,0.06073100340154412,C00005__cyto + C03161__cyto <=> C00006__cyto + C00080__cyto + C03024__cyto,chaemulonii_draft,40.0,1.0
R07761__cyto,R07761__cyto,(2E)-Octadecenoyl-CoA + NADPH + H+ <=> Stearoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.034248500006145224,-0.034248500006145224,C00005__cyto + C00080__cyto + C16218__cyto <=> C00006__cyto + C00412__cyto,chaemulonii_draft,40.0,1.0
R07759__cyto,R07759__cyto,3-Oxostearoyl-CoA + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-CoA + NADP+,True,True,False,False,redox,-1.0,0.034248500006145224,-0.034248500006145224,C00005__cyto + C00080__cyto + C16216__cyto <=> C00006__cyto + C16217__cyto,chaemulonii_draft,40.0,1.0
R02874__cyto,R02874__cyto,"Oxygen + 2 H+ + Squalene + [Reduced NADPH---hemoprotein reductase] => H2O + (S)-2,3-Epoxys",True,False,False,False,redox,-2.0,0.0154138069150868,-0.0308276138301736,C00007__cyto + 2.0 C00080__cyto + C00751__cyto + C03024__cyto --> C00001__cyto + C01054__cyto + C03161__cyto,chaemulonii_draft,40.0,1.0
R07505__cyto,R07505__cyto,"Episterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ => 5,7,24(28)-Ergostatrienol + 2 Ferricyt",True,False,False,False,redox,-2.0,0.013945781672930717,-0.027891563345861434,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C15777__cyto --> 2.0 C00001__cyto + 2.0 C00996__cyto + C15778__cyto,chaemulonii_draft,40.0,1.0
R02756__cyto,R02756__cyto,1-Acyl-sn-glycerol 3-phosphate + NADP+ <=> Acylglycerone phosphate + NADPH + H+,True,True,False,False,redox,1.0,-0.01791436000136503,-0.01791436000136503,C00006__cyto + C00681__cyto <=> C00005__cyto + C00080__cyto + C03372__cyto,chaemulonii_draft,40.0,1.0
R06223__cyto,R06223__cyto,"2 trans,trans-Farnesyl diphosphate + NADPH + H+ <=> Squalene + 2 Diphosphate + NADP+",True,True,False,False,redox,-1.0,0.0154138069150868,-0.0154138069150868,C00005__cyto + C00080__cyto + 2.0 C00448__cyto <=> C00006__cyto + 2.0 C00013__cyto + C00751__cyto,chaemulonii_draft,40.0,1.0
R12404__cyto,R12404__cyto,"4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol + NADP+ <=> Zymosterone + NADPH + H+ + C",True,True,False,False,redox,1.0,0.015105732162152441,0.015105732162152441,C00006__cyto + C22112__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C22136__cyto,chaemulonii_draft,40.0,1.0
R05639__cyto,R05639__cyto,"14-Demethyllanosterol + NADP+ <=> 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol + NA",True,True,False,False,redox,1.0,-0.015105732162152441,-0.015105732162152441,C00006__cyto + C05108__cyto <=> C00005__cyto + C00080__cyto + C11455__cyto,chaemulonii_draft,40.0,1.0
R07494__cyto,R07494__cyto,4alpha-Methylzymosterol-4-carboxylate + NADP+ <=> 3-Keto-4-methylzymosterol + NADPH + H+ +,True,True,False,False,redox,1.0,0.015105732162152441,0.015105732162152441,C00006__cyto + C15808__cyto <=> C00005__cyto + C00011__cyto + C00080__cyto + C15816__cyto,chaemulonii_draft,40.0,1.0
R12405__cyto,R12405__cyto,Zymosterone + NADPH + H+ <=> Zymosterol + NADP+,True,True,False,False,redox,-1.0,0.015105732162152441,-0.015105732162152441,C00005__cyto + C00080__cyto + C22136__cyto <=> C00006__cyto + C05437__cyto,chaemulonii_draft,40.0,1.0
R07495__cyto,R07495__cyto,3-Keto-4-methylzymosterol + NADPH + H+ <=> 4alpha-Methylzymosterol + NADP+,True,True,False,False,redox,-1.0,0.015105732162152441,-0.015105732162152441,C00005__cyto + C00080__cyto + C15816__cyto <=> C00006__cyto + C05103__cyto,chaemulonii_draft,40.0,1.0
R07506__cyto,R07506__cyto,"5,7,24(28)-Ergostatrienol + NADPH + H+ + Oxygen => Ergosta-5,7,22,24(28)-tetraen-3beta-ol ",True,False,False,False,redox,-1.0,0.013945781672930717,-0.013945781672930717,C00005__cyto + C00007__cyto + C00080__cyto + C15778__cyto --> 2.0 C00001__cyto + C00006__cyto + C05440__cyto,chaemulonii_draft,40.0,1.0
TR1000322_PLAS__plas,TR1000322_PLAS__plas,1.0 L-Isoleucine (extr) + 1.0 H+ (extr) <=> 1.0 L-Isoleucine (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,-0.013467117144260321,-0.013467117144260321,C00080__extr + C00407__extr <-- C00080__cyto + C00407__cyto,chaemulonii_draft,40.0,1.0
R05641__cyto,R05641__cyto,"NADP+ + Ergosterol <=> NADPH + Ergosta-5,7,22,24(28)-tetraen-3beta-ol + H+",True,True,False,False,redox,1.0,-0.012318857209926337,-0.012318857209926337,C00006__cyto + C01694__cyto <=> C00005__cyto + C00080__cyto + C05440__cyto,chaemulonii_draft,40.0,1.0
R00519__cyto,R00519__cyto,Formate + NAD+ => H+ + CO2 + NADH,True,False,False,False,redox,1.0,0.010063724235390398,0.010063724235390398,C00003__cyto + C00058__cyto --> C00004__cyto + C00011__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
TO1000066_PLAS__plas,TO1000066_PLAS__plas,1.0 L-Phenylalanine (extr) + 1.0 H+ (extr) => 1.0 L-Phenylalanine (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,0.008306246640537647,0.008306246640537647,C00079__extr + C00080__extr --> C00079__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
R07763__cyto,R07763__cyto,3-Oxostearoyl-[acp] + NADPH + H+ <=> (R)-3-Hydroxyoctadecanoyl-[acp] + NADP+,True,True,False,False,redox,-1.0,0.007014402469627444,-0.007014402469627444,C00005__cyto + C00080__cyto + C16219__cyto <=> C00006__cyto + C16220__cyto,chaemulonii_draft,40.0,1.0
R07765__cyto,R07765__cyto,(2E)-Octadecenoyl-[acp] + NADH + H+ <=> Octadecanoyl-[acyl-carrier protein] + NAD+,True,True,False,False,redox,-1.0,0.007014402469627444,-0.007014402469627444,C00004__cyto + C00080__cyto + C16221__cyto <=> C00003__cyto + C04088__cyto,chaemulonii_draft,40.0,1.0
R00835__cyto,R00835__cyto,"D-Glucose 6-phosphate + NADP+ => D-Glucono-1,5-lactone 6-phosphate + NADPH + H+",True,False,False,False,redox,1.0,0.006207526438473335,0.006207526438473335,C00006__cyto + C00092__cyto --> C00005__cyto + C00080__cyto + C01236__cyto,chaemulonii_draft,40.0,1.0
R01528__cyto,R01528__cyto,6-Phospho-D-gluconate + NADP+ => D-Ribulose 5-phosphate + CO2 + NADPH + H+,True,False,False,False,redox,1.0,0.006207526438473335,0.006207526438473335,C00006__cyto + C00345__cyto --> C00005__cyto + C00011__cyto + C00080__cyto + C00199__cyto,chaemulonii_draft,40.0,1.0
R12185__cyto,R12185__cyto,Ammonia + HCO3- <=> Carbamate + H2O,False,True,False,False,carrier,-1.0,0.003257603476425564,-0.003257603476425564,C00014__cyto + C00080__cyto + C00288__cyto <=> C00001__cyto + C01563__cyto,chaemulonii_draft,40.0,1.0
R12205__cyto,R12205__cyto,"Linoleoyl-CoA + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> (9Z,12Z,15Z)-Octadecatrienoyl-CoA",True,True,False,False,redox,-2.0,0.0015656482091829212,-0.0031312964183658424,C00007__cyto + 2.0 C00080__cyto + 2.0 C00999__cyto + C02050__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C16162__cyto,chaemulonii_draft,40.0,1.0
R11043__cyto,R11043__cyto,Oxygen + Oleoyl-CoA + 2 H+ + 2 Ferrocytochrome b5 <=> 2 H2O + Linoleoyl-CoA + 2 Ferricytoc,True,True,False,False,redox,-2.0,0.0015656482091829212,-0.0031312964183658424,C00007__cyto + 2.0 C00080__cyto + C00510__cyto + 2.0 C00999__cyto <=> 2.0 C00001__cyto + 2.0 C00996__cyto + C02050__cyto,chaemulonii_draft,40.0,1.0
R00342__cyto,R00342__cyto,NAD+ + (S)-Malate <=> NADH + Oxaloacetate + H+,True,True,False,False,redox,1.0,0.0025914065462994433,0.0025914065462994433,C00003__cyto + C00149__cyto <=> C00004__cyto + C00036__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
R01221__cyto,R01221__cyto,"Glycine + Tetrahydrofolate + NAD+ => 5,10-Methylenetetrahydrofolate + Ammonia + CO2 + NADH",True,False,False,False,redox,1.0,0.002393353248459168,0.002393353248459168,C00003__cyto + C00037__cyto + C00101__cyto --> C00004__cyto + C00011__cyto + C00014__cyto + C00080__cyto + C00143__cyto,chaemulonii_draft,40.0,1.0
R07168__cyto,R07168__cyto,"5-Methyltetrahydrofolate + NAD+ <=> 5,10-Methylenetetrahydrofolate + NADH + H+",True,True,False,False,redox,1.0,-0.00237870400439987,-0.00237870400439987,C00003__cyto + C00440__cyto <=> C00004__cyto + C00080__cyto + C00143__cyto,chaemulonii_draft,40.0,1.0
R01130__cyto,R01130__cyto,IMP + NAD+ + H2O <=> Xanthosine 5'-phosphate + NADH + H+,True,True,False,False,redox,1.0,0.0012246784066258889,0.0012246784066258889,C00001__cyto + C00003__cyto + C00130__cyto <=> C00004__cyto + C00080__cyto + C00655__cyto,chaemulonii_draft,40.0,1.0
R02016__cyto,R02016__cyto,Thioredoxin + NADP+ <=> Thioredoxin disulfide + NADPH + H+,True,True,False,False,redox,1.0,-0.000457401707464405,-0.000457401707464405,C00006__cyto + C00342__cyto <=> C00005__cyto + C00080__cyto + C00343__cyto,chaemulonii_draft,40.0,1.0
T_L_Serine_c00065_MitoCyto__mito,T_L_Serine_c00065_MitoCyto__mito,L-Serine (Mito) + H+ (Mito) <=> L-Serine (Cyto) + H+ (Cyto),False,False,False,True,carrier,1.0,-0.0001436776935019152,-0.0001436776935019152,C00065__mito + C00080__mito <-- C00065__cyto + C00080__cyto,chaemulonii_draft,40.0,1.0
R00858__cyto,R00858__cyto,Sulfite + 3 NADPH + 3 H+ => Hydrogen sulfide + 3 NADP+ + 3 H2O,True,False,False,False,redox,-3.0,2.6485784582855273e-05,-7.945735374856582e-05,3.0 C00005__cyto + 3.0 C00080__cyto + C00094__cyto --> 3.0 C00001__cyto + 3.0 C00006__cyto + C00283__cyto,chaemulonii_draft,40.0,1.0
R02413__cyto,R02413__cyto,Shikimate + NADP+ <=> 3-Dehydroshikimate + NADPH + H+,True,True,False,False,redox,1.0,-7.534555298977419e-05,-7.534555298977419e-05,C00006__cyto + C00493__cyto <=> C00005__cyto + C00080__cyto + C02637__cyto,chaemulonii_draft,40.0,1.0
TO1000104_PLAS__plas,TO1000104_PLAS__plas,1.0 Biotin (extr) + 1.0 H+ (extr) => 1.0 Biotin (cyto) + 1.0 H+ (cyto),False,False,False,True,carrier,1.0,4.578086739745184e-05,4.578086739745184e-05,C00080__extr + C00120__extr --> C00080__cyto + C00120__cyto,chaemulonii_draft,40.0,1.0
R03458__cyto,R03458__cyto,5-Amino-6-(5'-phospho-D-ribitylamino)uracil + NADP+ <=> 5-Amino-6-(5'-phosphoribosylamino),True,True,False,False,redox,1.0,-3.8802803498566156e-05,-3.8802803498566156e-05,C00006__cyto + C04454__cyto <=> C00005__cyto + C00080__cyto + C01268__cyto,chaemulonii_draft,40.0,1.0
R01960__cyto,R01960__cyto,L-Kynurenine + Oxygen + NADPH + H+ => 3-Hydroxy-L-kynurenine + NADP+ + H2O,True,False,False,False,redox,-1.0,3.199148393732369e-05,-3.199148393732369e-05,C00005__cyto + C00007__cyto + C00080__cyto + C00328__cyto --> C00001__cyto + C00006__cyto + C03227__cyto,chaemulonii_draft,40.0,1.0
R03348__cyto,R03348__cyto,Quinolinate + 5-Phospho-alpha-D-ribose 1-diphosphate => Nicotinate D-ribonucleotide + Diph,True,False,False,False,redox,-1.0,3.199148393732369e-05,-3.199148393732369e-05,C00080__cyto + C00119__cyto + C03722__cyto --> C00011__cyto + C00013__cyto + C01185__cyto,chaemulonii_draft,40.0,1.0
